date,artificial intelligence,crime,education,elections,entertainment,environment,finance,health,immigration,international relations,pandemics,politics,protests,science,sports,technology,videogames,war,users,new_users,num_likes,num_posts,num_images,num_follows,num_blocks
2024-03-29,,,,,,,,,,,,,,,,,,,5485789.5121951215,12124.24390243832,2990571,851414,187280,202049,63026
2024-03-30,,,,,,,,,,,,,,,world athletics cross country championships athletics international winner men jacob kiplimowomen beatrice chebet tokyo eprix fe formula racing international winner maximilian günther maserati msg racing,,,,5497913.756097561,12124.243902439252,2831701,797050,200800,189162,65572
2024-03-31,,millions of att customers are affected by a data breach that leaked onto the dark web,,turkish local elections,,,,,,,,,,,,,,,5510038.0,12124.243902439252,2949018,808015,216131,209285,59029
2024-04-01,,,,,,,,,,,,,,,,,,israel attacks the iranian embassy in damascus killing people israel attacks the iranian embassy in damascus killing people,5513495.2,3457.2000000001863,2919105,792562,184621,192663,59804
2024-04-02,,,,,,,,general electric splits into three independent companies ge aerospace ge vernova and ge healthcare,,,,pakistani senate election,,,,,,,5516952.4,3457.2000000001863,2905346,804711,174336,194227,63113
2024-04-03,,,,,,a powerful earthquake with a magnitude of strikes off the eastern coast of taiwan with small tsunamis reaching heights of cm in hitting okinawa prefecture japan the united states army corps of engineers begins dredging the san juan bay in puerto rico to open space for a new natural gas terminal that is expected to add million to the local economy a powerful earthquake with a magnitude of strikes off the eastern coast of taiwan with small tsunamis reaching heights of cm in hitting okinawa prefecture japan,,,,,,,,,,nasa selects three companies intuitive machines lunar outpost and venturi astrolab to develop its lunar terrain vehicle for use in crewed artemis missions from onwards,,,5520409.6,3457.199999999255,2922705,832223,170044,188685,64930
2024-04-04,,,,belarusian council of the republic election kuwaiti general election kuwaiti general election opposition candidates maintain a majority in the national assembly kuwaiti general election,,,,,,,,,,,,,,,5523866.8,3457.2000000001863,2930070,830936,173375,171566,51419
2024-04-05,,,,,,,,,,ecuadorian police raid the mexican embassy in quito in order to arrest former vicepresident jorge glas who had been granted political asylum by mexico this action violates the vienna convention on diplomatic relations and mexico and nicaragua break off diplomatic relations with ecuador,,,,a numerical toolkit designed for modelling warp drive spacetimes is introduced in classical and quantum gravity,,,,,5527324.0,3457.2000000001863,2952519,845055,179532,185212,46691
2024-04-06,,,,peter pellegrini is elected president of slovakia in the second round of the slovak presidential election,,,,,,,,,,,,,,,5530781.2,3457.2000000001863,2763168,779039,201711,180509,49591
2024-04-07,,,,,,,,,,,,,,,japanese grand prix f formula racing international winner max verstappen red bull racinghonda rbpt in womens college basketball south carolina wins the national championship to complete their perfect season only the th perfect season in ncaa womens basketball history montecarlo masters tennis international winner stefanos tsitsipas,,,,5534238.4,3457.2000000001863,3462209,974885,235260,1275163,51046
2024-04-08,,,,,,a total solar eclipse is visible across north america,,,,,,,,,,,,,5537695.6,3457.199999999255,3816367,1060222,223947,1217161,56404
2024-04-09,,,,,,the european court of human rights rules that countries must better protect their people from climate change in a landmark climate justice case against switzerland,,a rare genetic variation in a gene that makes fibronectin is shown to reduce the odds of developing alzheimers disease by over,,,,after leo varadkar resigned fine gael leader simon harris becomes irelands youngest taoiseach after a dáil vote of and being appointed by president michael d higgins,,,,,nintendo discontinued the online services for nintendo ds and wii u software,,5541152.8,3457.2000000001863,3231354,907499,191156,720493,54543
2024-04-10,,,,south korean legislative election the democratic party and democratic alliance wins seats while the people power and people future to which president yoon suk yeol belongs wins only seats south korean legislative election the democratic party and democratic alliance wins seats while the people power and people future to which president yoon suk yeol belongs wins only seats,,at least one person is killed by flooding in mississippi as severe storms hit the south,,,,,,south korean legislative election,,,,,,,5544610.0,3457.2000000001863,3301292,914088,192204,894070,45948
2024-04-11,,,,,sabrina carpenter releases her single espresso,,,,,,,,,the first nitrogenfixing organelle in a marine alga is reported the nitroplast the early evolutionary stage organelle provides a view into the transition from an endosymbiont into a proper organelle that receives about half of its proteins from the alga,masters tournament golf international winner scottie scheffler south american under womens football championship association football continental winner brazil,,,,5548067.2,3457.2000000001863,3290628,904262,186465,897502,36752
2024-04-12,,a man crashes a semitrailer truck into a texas department of public safety building killing one person and injuring thirteen others,,,,,,,,,,,,,euroleague women final four basketball continental winner fenerbahe alagoz holding,,,,5551524.4,3457.2000000001863,3339249,912743,188515,977239,26319
2024-04-13,,,,,,twelve people are killed after a tourist boat sinks near qinhuangdao hebei,,,,,,,,,misano eprix fe formula racing international winner race oliver rowland nissan formula e teamrace pascal wehrlein porsche,,,iran launches retaliatory strikes against israel after an israeli airstrike on the iranian consulate in damascus earlier in the month,5554981.6,3457.199999999255,3196342,844626,206818,944707,29983
2024-04-14,,,,,,,,,,,,,,,,,,,5558438.8,3457.2000000001863,3218357,837598,208207,968275,30649
2024-04-15,,,,,,,,,,,,,,,afc u asian cup association football continental winner japan boston marathon wmm marathon international winner men sisay lemmawomen hellen obiri,,,,5561896.0,3457.2000000001863,3272305,856474,182271,924949,23772
2024-04-16,,,,,,persian gulf floods at least people are killed when heavy rainfall strikes the middle east causing flash flooding this caused many disruptions for emirates airlines at dubai international airport persian gulf floods at least people are killed when heavy rainfall strikes the middle east causing flash flooding this caused many disruptions for emirates airline at dubai international airport,,,,,,,,,,scientists at the riken institute demonstrate advanced dualchirped optical parametric amplification which provides a fold increase in the energy of singlecycle laser pulses this new technique may advance the development of attosecond lasers taketwo interactive announced plans to reduce its workforce by by december,,,5565353.2,3457.2000000001863,3330650,885710,186939,744600,25012
2024-04-17,,,,in croatia the croatian parliamentary election is held solomon islands general election,,,,,,,,croatian parliamentary election,,,,,,,5568810.4,3457.2000000001863,3230528,877070,183443,532499,21168
2024-04-18,,,,,,,,,,,,,,,in ice hockey the national hockey league board approves the relocation of the arizona coyotes to salt lake city utah the team will play home games at the delta center home of the national basketball associations utah jazz until a new arena is complete chevron championship golf international winner nelly korda,,,,5572267.6,3457.199999999255,3118228,849368,176931,421369,19621
2024-04-19,,,,indian general election indians begin voting to elect members to the th lok sabha with million people eligible to vote this election is expected to be the largest election in history voting will continue in a total of seven phases lasting until june arunachal pradesh legislative assembly election sikkim legislative assembly election,,,,,,,,,,,,how to embed a bluesky post on your website or blog share bluesky posts on other sites articles newsletters and more,,israel conducts airstrikes against iran in response to irans missile and drone attack on israel earlier on april,5575724.8,3457.2000000001863,3096852,863892,177892,396954,21531
2024-04-20,,,,,,,,,,,,the house passes a series of bills that would provide billion in military aid to countries including ukraine israel and taiwan,antitourism protests in spain protests occur in tenerife canary islands against mass tourism in the canary islands which is allegedly increasing house prices for locals,,,,,,5579182.0,3457.2000000001863,2930225,781883,189736,393967,24198
2024-04-21,,,,basque regional election basque regional election maldivian parliamentary election maldivian parliamentary election,,,,,,,,,,,pacific rim gymnastics championships gymnastics regional winner united states london marathon wmm marathon international winner men alexander mutisowomen peres jepchirchir chinese grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,5582639.2,3457.2000000001863,2935044,779968,189076,409697,27631
2024-04-22,,,,basilicata regional election april,,heavy rain triggers flooding in guangdong province causing around deaths and evacuations embracer group announced its intention to transform into three standalone publicly listed entities at nasdaq stockholm within the next two years,,,,,,,,,,,,,5586096.4,3457.2000000001863,2983450,796870,169661,365194,22249
2024-04-23,,,,,,,,,,,,,,,,the worlds largest d printer dubbed factory of the future fof is presented by the university of maine using thermoplastic polymers the machine can print objects as large as feet m long by feet m wide by feet m high at a rate of pounds kg per hour,atari sa announced that the infogrames brand would be revived for acquired and archived titles that do not fit within the atari brand portfolio the first game released under the brand was totally reliable delivery service acquired by atari sa from the original publisher tinybuild,,5589553.6,3457.199999999255,2998957,816546,169803,335161,21642
2024-04-24,,,,,,,,,,,,prime minister pedro sánchez says that he is considering resigning from office after the launch of a judicial investigation into his wife begoña gómez after accusations by a rightwing legal platform on april sánchez withdraws his considerations,,,european mens artistic gymnastics championships artistic gymnastics continental winner seniors ukrainejuniors great britain madrid open tennis international winner men andrey rublevwomen iga witek,demonstration of synthetic diamond created at atmosphere of pressure in around minutes without needing seeds,,,5593010.8,3457.2000000001863,3060033,828818,168202,343260,22908
2024-04-25,,,,,,,,,,,,following the resignation of haitis acting prime minister ariel henry the transitional presidential council takes power as the new head of state of haiti,,the first metaanalysis of trials of conservation action such as invasive species control measuring biodiversity is published,nfl draft american football domestic winner caleb williams usc,,,,5596468.0,3457.2000000001863,3131606,833547,168530,305452,20780
2024-04-26,,,,,,,,,,,,the louisiana supreme court rules in favor of predominantly white st george louisiana leaving baton rouge louisiana,,,basketball champions league final four basketball continental winner unicaja,mrnav the first personalised melanoma vaccine based on mrna enters a finalstage phase iii trial,,,5599925.2,3457.2000000001863,3052766,846381,173727,316619,23830
2024-04-27,,,,,,evo japan was held in tokyo five people are killed and buildings are damaged after a tornado strikes guangzhou,,,,,,,,,,,,,5603382.4,3457.2000000001863,2837291,763186,182794,304616,22624
2024-04-28,,,,,,,,,,,,,,,monaco eprix fe formula racing international winner mitch evans jaguar tcs racing,,,,5606839.6,3457.199999999255,2803193,756846,187420,290601,21866
2024-04-29,,,,in togo the togolese parliamentary election is held togolese parliamentary election,,,,,,,,,,,,,,,5610296.8,3457.2000000001863,3026030,845678,188750,292220,29510
2024-04-30,,judge juan merchan fines donald trump for contempt of court and threatens him with jail if he continues to violate his gag order,,a special election was held in new yorks th congressional district after brian higgins resigned to become president of sheas performing arts center in buffalo democrat tim kennedy was elected to succeed him,,,,,,the g countries agree to phase out unabated coal power by,,,,,african swimming championships swimming continental winner egypt,,,,5613754.0,3457.2000000001863,3009371,833952,176917,304839,29564
2024-05-01,,,,,,at least people are killed after a mountainside section of highway in meizhou guangdong province collapses during heavy rains,,,,,,,,a new brain circuit that may act as a master regulator of the immune system is reported,,,,,5617211.2,3457.2000000001863,3260144,840034,177496,293794,37816
2024-05-02,,,,united kingdom local elections,,,,,,,,,,,european womens artistic gymnastics championships artistic gymnastics continental winner seniors italyjuniors france,the first bioprocessing system for human brain organoids performing computational tasks enabling remote wetware computing research via a python library neuroplatform is released,,,5620668.4,3457.2000000001863,3082380,824070,172687,255559,35701
2024-05-03,,,,,,,,,,,,,,china launches its change probe a robotic samplereturn mission to the far side of the moon,african artistic gymnastics championships artistic gymnastics continental winner egypt the spanish government revokes a national award given out since for bullfighting,china launches the change spacecraft on a twomonth mission to collect lunar rock and soil samples from the far side of the moon,,,5624125.6,3457.199999999255,3022631,823789,188737,217127,24650
2024-05-04,,,,,,,,,,,,,,,the th edition of the kentucky derby is held with american thoroughbred racehorse mystik dan winning in a photo finish world athletics relays athletics international winner united states,,,,5627582.8,3457.2000000001863,2848630,753391,190397,221740,27627
2024-05-05,,,,panamanian general election panamanian general election josé raúl mulino is elected president,,,,,,,,,,,afc cup final association football continental winner central coast mariners miami grand prix f formula racing international winner lando norris mclarenmercedes uefa womens under championship association football continental winner spain,,,,5631040.0,3457.2000000001863,2845179,739266,185060,215223,25532
2024-05-06,,,,,,,,,,,,chadian presidential election mahamat déby wins election to a full term as president succeeding his father idriss déby chadian presidential election chadian presidential election mahamat déby wins election to a full term as president succeeding his father idriss déby,,,afc u womens asian cup association football continental winner north korea,,,,5634497.2,3457.2000000001863,2971572,790082,174939,206085,24079
2024-05-07,,two people are killed and others are injured in a mass stabbing inside a hospital in zhenxiong yunnan province,,,the boy scouts of america announces the renaming of the organization to scouting america effective on february,,,,,,,,,,,product roadmap whats coming next over the next few months well be introducing some longrequested features,microsoft gaming closed arkane austin and alpha dog games roundhouse studios was merged into zenimax online,,5637954.4,3457.2000000001863,2870841,799040,157679,207635,25199
2024-05-08,,,,north macedonian parliamentary election in north macedonian elections the rightwing party vmrodpmne wins in a landslide in the parliamentary elections while its presidential candidate gordana siljanovskadavkova is elected as the first female president of the country in the second round of the presidential election in north macedonia the north macedonian parliamentary election took place,,,,,,,,,,,italian open tennis international winner men alexander zverevwomen iga witek,alphafold is announced it can predict the structure of complexes created by proteins with dna rna various ligands and ions,,,5641411.6,3457.199999999255,2942122,820075,159151,219210,23109
2024-05-09,,nine people are killed and two others are injured in collision between a truck and a passenger van near qingtongxia ningxia,,,,,,,,,,,,a record annual increase in atmospheric co is reported from the mauna loa observatory in hawaii with a jump of parts per million ppm compared to a year earlier,the tradition golf international winner doug barron,,,,5644868.8,3457.2000000001863,2908616,810689,162684,212012,23079
2024-05-10,,,,,,a series of solar storms and intense solar flares impact the earth creating aurorae at more southerly and northerly latitudes than usual,,,,the united nations general assembly passed a resolution to grant the state of palestine the right to be seated among member states in alphabetical order this will go into effect at the next session of the un general assembly on september,,,,,,,,,5648326.0,3457.2000000001863,2964263,824494,173763,220945,28884
2024-05-11,,,,,,minnesota adopts its new state flag to coincide with the th anniversary of its date of statehood,,,,,,,,,ofc champions league final association football continental winner auckland city afc champions league final association football continental winner al ain berlin eprix fe formula racing international winner race nick cassidy jaguar tcs racingrace antónio félix da costa tag heuer porsche formula e team,,,,5651783.2,3457.2000000001863,2883300,794297,190126,195099,23142
2024-05-12,,,,catalan regional election the psc emerges as the largest party in the parliament of catalonia at the expense of separatist parties who lose their majority catalan regional election,,,,,,,,,,,caf confederation cup final association football continental winner zamalek,,,,5655240.4,3457.2000000001863,2762275,728543,176713,208853,27129
2024-05-13,,,,andhra pradesh legislative assembly election,,,,,,,,,,,,openai reveals gpto its latest ai model featuring improved multimodal capabilities in real time,,,5658697.6,3457.199999999255,2848253,765706,155859,226969,26403
2024-05-14,,,,,,,,,,,,united states president joe biden passes tariff increases on chinese imports including electric vehicle batteries computer chips and medical products,,,wnba season basketball domestic winner new york liberty,,,,5662154.8,3457.2000000001863,2856829,793210,160166,185257,26004
2024-05-15,,attempted assassination of robert fico prime minister robert fico is critically injured in a shooting in handlova a suspect is apprehended and identified as a yearold writer from levice,,lee hsien loong prime minister of singapore since is succeeded by former deputy prime minister lawrence wong as prime minister ahead of the next general election in,,,,,,,,,,,,,,,5665612.0,3457.2000000001863,2873725,804407,157575,195561,22155
2024-05-16,,,,,,,,,,,,russian president vladimir putin meets president xi jinping in beijing as part of his twoday visit to china a joint statement released outlines their countries alignment on issues including energy trade security and geopolitics,,,pga championship golf international winner xander schauffele asian mens artistic gymnastics championships artistic gymnastics continental winner china,a multimodal algorithm for improved sarcasm detection is revealed trained on a database known as mustard it can examine multiple aspects of audio recordings and has accuracy,,,5669069.2,3457.2000000001863,2880538,810662,156426,165880,27629
2024-05-17,,,,,,,,,,,,,,,world para athletics championships athletics international winner china,the worlds smallest quantum light detector on a silicon chip is demonstrated times smaller than their previous version,,,5672526.4,3457.2000000001863,2895990,805023,163166,178963,27066
2024-05-18,,,,,,,,,,,,,,,caf champions league final association football continental winner al ahly tyson fury vs oleksandr usyk professional boxing international winner oleksandr usyk,,,,5675983.6,3457.199999999255,2727717,738212,173656,175016,22758
2024-05-19,,,,dominican republic general election,,,,,,,,iranian president ebrahim raisi and iranian foreign minister hossein amirabdollahian were killed along with seven other passengers and crew in a helicopter crash near the azerbaijaniran border a coup détat attempt in the democratic republic of the congo reportedly led by christian malanga leads to unrest in kinshasa government soldiers quickly intervene arresting the coup leaders and reportedly restoring calm,,,emilia romagna grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,5679440.8,3457.2000000001863,2683011,736169,171673,169368,25340
2024-05-20,,the chief prosecutor of the international criminal court seeks arrest warrants for israeli prime minister benjamin netanyahu and hamas leader in gaza yahya sinwar over alleged war crimes two people are killed and ten others are injured in a mass stabbing at a primary school in guixi jiangxi province,,,,,,,,,,,,the first measurements of an exoplanets core mass are obtained by the james webb space telescope this reveals a surprisingly low amount of methane and a supersized core within the superneptune waspb,uefa european under championship association football continental winner italy,,,,5682898.0,3457.2000000001863,2858415,761818,158062,165961,26617
2024-05-21,,,,,,,,,the department of justice files a complaint to sue the state of oklahoma after the states lawmakers drafted house bill which would criminalize anyone without legal immigration status,spain recalls its ambassador in argentina after president javier milei makes disparaging remarks against pedro sánchez and begoña gómez during mileis visit to spain,,republican kevin mccarthy who was ousted from his position as speaker of the house in october resigned from congress at the end of the year in the special election for californias th congressional district republican vince fong defeated fellow republican mike boudreaux in a runoff to succeed mccarthy,,,,,,,5692295.0869565215,9397.086956521496,2842690,790914,155748,172660,32219
2024-05-22,,,,may vietnamese presidential election uk prime minister rishi sunak calls the united kingdom general election setting the date of july,,,,,,the united nations security council votes against a resolution introduced by russia and china banning member states from placing weapons in outer space the governments of norway ireland and spain announce they will recognise the state of palestine as a sovereign state starting may calling for a twostate solution in response israel recalls its ambassadors to these countries,,,,,uefa europa league final association football continental winner atalanta pan american artistic gymnastics championships artistic gymnastics continental winner united states,just shipped bluesky direct messages you can now send direct messages dms to people on bluesky say hi to a friend colleague or a crush,,,5701692.173913044,9397.086956522427,3090719,869622,164484,201212,25905
2024-05-23,,one person is killed and three others are injured in a suspected gas explosion inside an apartment in harbin,,,,four people are killed and others are injured after a building housing a restaurant collapses in palma de mallorca,,,,,,,,,,,atari sa acquired the intellivision brand and games catalog,,5711089.260869565,9397.086956521496,3243299,905945,170346,254475,39919
2024-05-24,,,,,black dog a chinese film directed by guan hu wins the un certain regard prize for international films at the cannes film festival,,,,,,,,,researchers from the chinese academy of sciences report tuning of the casimir effect using magnetic fields,asian womens artistic gymnastics championships artistic gymnastics continental winner china euroleague final four basketball continental winner panathinaikos,,,,5720486.347826087,9397.086956521496,3171379,865700,171009,226816,42912
2024-05-25,,,,,anora directed by sean baker wins the palme dor at the cannes film festival the first american film to do so since the tree of life in,,,,,,,,,,shanghai eprix fe formula racing international winner race mitch evans jaguar tcs racingrace antónio félix da costa tag heuer porsche formula e team uefa womens champions league final association football continental winner barcelona,,,,5729883.434782608,9397.086956521496,2878678,769580,178777,234863,31055
2024-05-26,,,,lithuanian presidential election incumbent president gitanas nausda wins a landslide victory for a second term in office madeiran regional election shizuoka prefecture gubernatorial election cambodian provincial elections,,,,,,,,,,,indianapolis in auto racing josef newgarden wins the indianapolis for the second consecutive year becoming the first driver to do so since hélio castroneves in monaco grand prix f formula racing international winner charles leclerc scuderia ferrari french open tennis international winner men carlos alcarazwomen iga witek,,,,5739280.521739131,9397.086956522427,2883514,760241,176769,215650,31166
2024-05-27,,,,,,four people are killed after an apartment building collapses in tongling anhui,,,,,,prime minister pedro sánchez signs a bilateral security pact with ukrainian president volodymyr zelenskyy and pledges billion us billion of military aid to ukraine,,,,,,,5748677.608695652,9397.086956521496,2859721,772609,157993,249632,31339
2024-05-28,,,,,,,,,,spain ireland and norway recognize the state of palestine the government officially recognizes the state of palestine after declaring their intention to do so on may,,vox leader santiago abascal meets with israeli prime minister benjamin netanyahu amid the spanish governments recognition of palestine,,,,,,,5758074.695652174,9397.086956521496,2941462,805561,155769,215344,38468
2024-05-29,,,,south african general election malagasy parliamentary election the south african general election is held in which the african national congress loses its majority for the first time since apartheid,,,,,,,,,,,uefa europa conference league final association football continental winner olympiacos,air products announced plans to invest billion to build a network of commercialscale multimodal hydrogen refueling stations connecting northern and southern california,,,5767471.782608695,9397.086956521496,3059636,847548,162165,230128,30203
2024-05-30,,former united states president donald trump is found guilty on counts in his hush money trial the first time any american president had been found guilty of a crime,,,,,,,,,,the congress of deputies votes to pass a bill granting amnesty for catalan separatists involved in the catalan independence referendum and the ensuing catalan declaration of independence and political crisis,,,us womens open golf international winner yuka saso,nasa reports that the james webb space telescope has discovered jadesgsz the most distant known galaxy which existed only million years after the big bang its redshift of exceeds the previous record of set by jadesgsz,,,5776868.869565218,9397.086956522427,3527483,893130,167236,207649,25268
2024-05-31,,,,,,,,,,,,,,biologists report that tmesipteris oblanceolata a fern ally plant was found to contain the largest known genome,,tips and tricks for bluesky search lets dive into all the tips and tricks for advanced bluesky search,,,5786265.956521739,9397.086956521496,3426085,881411,173776,201042,25441
2024-06-01,,,,odisha legislative assembly election may indian general election april,,,,,,,,icelandic presidential election,,,uefa champions league final association football continental winner real madrid oceania athletics championships athletics continental winner australia bal final basketball continental winner petro de luanda icc mens t world cup cricket international winner india concacaf champions cup final association football continental winner pachuca,ticketmaster and parent company live nation submit a sec filing acknowledging a data breach of customer information potentially affecting million users banco santander and cloud provider snowflake inc are also believed to have been affected by the same data breach,,,5795663.043478261,9397.086956521496,3018678,804333,187304,191251,29376
2024-06-02,,,,the mexican general election is held mexican local elections the mexican general election is held with claudia sheinbaum elected as president of mexico belgrade city assembly election mexican general election serbian local elections,,,,,,,,,,chinas change lunar exploration mission successfully lands on the far side of the moon,,china successfully lands change on the lunar far side the robotic probe is set to begin sample collection before returning its kg lb cargo on june,,,5805060.130434782,9397.086956521496,2943126,773702,177980,191988,28439
2024-06-03,,the ministry of state security foils an espionage plot involving two government employees accused of working for british intelligence,,,,,,,,,,,,,fiba under americup basketball continental winner united states,,the value of gamestop shares increases by after keith gill posts a million investment on reddit,,5814457.217391305,9397.086956522427,3047975,822009,162470,189599,27440
2024-06-04,,,,,,,,,biden enacts an executive order to temporarily suspend asylum claims processing at the mexicounited states border when the sevenday average exceeds,,,,,,,the change spacecraft lifts off from the surface of the far side of the moon carrying samples of lunar soil and rocks back to earth the china national space administrations change spacecraft lifts off from the surface of the far side of the moon carrying samples of lunar soil and rocks back to earth,,,5823854.304347826,9397.086956521496,3057246,835651,162681,194550,25039
2024-06-05,,,,,,,,,,,,,,astronomers identify askap j the slowestspinning neutron star ever recorded which completes a rotation just once every minutes,,starliner crewed flight test launches atop an atlas v rocket to the iss,,,5833251.391304348,9397.086956521496,3029703,854698,159936,196593,29722
2024-06-06,,south africas genocide case against israel spain applies to join south africas case at the international court of justice accusing israel of genocide,,,,,,,,,,,,,,,,,5842648.478260869,9397.086956521496,2975435,840959,160850,177661,23799
2024-06-07,,,,irish local elections,,,,,,,,the biden administration passes new federal rules that mandate new vehicles sold in the us have to increase fuel economy in automobiles by per year for to for passenger cars and to for suvs and light trucks,,,the summer game fest was held at the youtube theater in los angeles european athletics championships athletics continental winner italy,,,,5852045.565217392,9397.086956522427,2931588,836090,164690,184310,23138
2024-06-08,,,,maltese local elections,,,,,,,,,a paper challenges the public perception and media depictions of large language models like especially chatgpt arguing that bullshitting in the sense of the book on bullshit and a fundamentally flawed design are a better approach or terminology for understanding the flaws of these ai architectures or the behavior of the systems based on these as opposed to occasional or frequent hallucinations in agreement with many other experts they find these models are in an important way indifferent to the truth of their outputs this notion has also been applied to perplexity ai that is typically used for generating outputs that are less inaccurate than chatgpts or contain fewer hallucinations and which was scaled up substantially during an investigation by wired reportedly showed the chatbot at times closely paraphrased wired stories and at times summarized stories inaccurately and with minimal attribution approaches to mitigate inaccurate information and hallucinations include the use of retrievalaugmented generation and grounding by configuring the corpus to be used by the ai which is used for example in the open source chatbot wikichat that essentially prevents the hallucinations by retrieving facts only from a multilingual wikipedia corpus thereby providing a novel way to use wikipedias on august researchers demonstrate a open source ai scientist which generates novel research ideas writes code executes experiments and writes a final research paper in the field of machine learning evaluated by an automated reviewer the authors of the preprint advise treating generated papers as hints of promising ideas for practitioners to follow up on on may a study shows that of chatgpt answers to programming questions on stack overflow contain incorrect information and are verbose where study participants still preferred chatgpt answers of the time but also overlooked the misinformation in the chatgpt answers of the time,,,,,,5861442.652173913,9397.086956521496,4340188,1231118,207275,2869567,50028
2024-06-09,,,,belgian federal election in belgium belgian federal election is held piedmontese regional election june european parliament election belgian regional elections san marino general election romanian local elections cypriot local elections hungarian local elections in belgium belgian federal election took place european parliament election june,,,,,,,,south ossetian parliamentary election,,,canadian grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,5870839.739130435,9397.086956521496,3760653,1032858,194828,1355664,49052
2024-06-10,,a spanish court sentences three men to eight months in prison for racist chants directed towards brazilian football player vinícius júnior four american university teachers are injured in a stabbing at a park in jilin province after years of litigation chiquita brands international is found liable by a federal jury of financing the farright paramilitary death squad united selfdefense forces of colombia in the antioquia and magdalena departments of colombia,,french president emmanuel macron dissolves the national assembly setting fresh elections for june first round and july second round,,,,,,,,a plane crash near chikangawa malawi kills nine people including vice president of malawi saulos chilima a plane crash near chikangawa malawi kills nine people including vice president of malawi saulos chilima,,a study finds african elephants use personal namelike calls to address one another,european aquatics championships aquatics continental winner hungary,,,,5880236.826086957,9397.086956522427,3389886,970237,171851,723009,30210
2024-06-11,,hunter biden is convicted of three felony counts of possession of a firearm while under the influence of narcotics,,a special election was held for ohios th congressional district following the resignation of bill johnson who accepted the position of president of youngstown state university republican michael rulli defeated democrat michael kripchak by a smaller margin than expected,,spain floods,,,,,,,,scientists report that serious kidney disease may be associated with human spaceflight,sumo group laid off nearly staff,,,,5889633.9130434785,9397.086956521496,3373671,987921,169638,642236,29764
2024-06-12,,the united nations first inquiry into the october attacks and resulting conflict finds that both israel and hamas committed war crimes,,,taketwo interactive closed its acquisition of gearbox entertainment from embracer group for million,,,,,,,,,,,three people are reported missing following a helicopter crash in shangrao jiangxi province,,,5899031.0,9397.086956521496,3506213,1088630,183887,862949,29606
2024-06-13,,,,,,,,,hungary is fined million euros in addition to a daily onemillioneuro fine by the european court of justice for deliberately evading compliance with european union laws on migration and asylum seekers,,,,,,us open golf international winner bryson dechambeau,,,,5908428.0869565215,9397.086956521496,3818411,1162154,215582,1085947,35564
2024-06-14,,,,south african general election the anc and other opposition parties agree to form a national unity government with cyril ramaphosa being reelected president of south africa south african general election the anc and other opposition parties agree to form a national unity government with cyril ramaphosa being reelected president of south africa,,a bankruptcy judge in houston approves a supplication to liquidate the personal assets of alex jones but rejects the same supplication to liquidate the business assets of infowarsa highly prolific fake news website owned and operated by the farright conspiracy theorist,,,,,,,,,uefa euro association football continental winner spain july uefa euro is held in germany and is won by spain,microsoft closed tango gameworks,,,5917825.173913044,9397.086956522427,3589705,1095160,196591,704007,36321
2024-06-15,,nine people are injured including two young children in a shooting at a splash pad in the detroit suburb of rochester hills,,,,,,,,china issues new regulations allowing the china coast guard to detain foreigners accused of entering chinas territorial waters and adjacent waters illegally,,,,,ofc mens nations cup association football continental winner new zealand,,,,5927222.260869565,9397.086956521496,3468459,1015741,205112,943772,34373
2024-06-16,,,,,,,,,,,,,,,,,,,5936619.347826087,9397.086956521496,3813146,1011668,202077,1210000,36008
2024-06-17,,,,,,,,,,,,,,,fiba under womens americup basketball continental winner united states,,,,5946016.434782608,9397.086956521496,3495046,1006243,180103,745664,30785
2024-06-18,,,,,,,,,,,,,,,,,,,5955413.521739131,9397.086956522427,3351639,996453,173750,595885,29322
2024-06-19,,,,,,,,,,,,,,,african championships in athletics athletics continental winner south africa,,,,5964810.608695652,9397.086956521496,3244063,965736,175551,473024,26820
2024-06-20,,,,,,,,,,following a surge in population of the iberian lynx from mature individuals in to in the international union for conservation of nature removes the animal from its endangered list classing the animal as vulnerable instead,,,,researchers announce the discovery of lokiceratops rangiformis a dinosaur species named after the norse god loki in the judith river formation in montana the findings are published in the journal peerj,july the copa américa is held in the united states and is won by argentina copa américa association football continental winner argentina womens pga championship golf international winner amy yang,a cruise ship rescues migrants and recovers five bodies in a wooden dinghy drifting off the canary islands,,,5974207.695652174,9397.086956521496,3145821,913122,168362,331458,24311
2024-06-21,,china officially defines taiwanese separatist behavior as a criminal act,,,,,,,,,,,,,,,,,5983604.782608695,9397.086956521496,3196225,916833,174866,280864,22698
2024-06-22,,,,,,six people are found dead following a landslide in shanghang county fujian,,,,,,,a group of nuns from the monastery of santa clara belorado are excommunicated by the catholic church,,ifaf world junior championship american football international winner canada,a university of illinois team led by joshua wurman and karen kosiba confirms mobile radar measurements of between mph kmh and mph kmh in the tornado that struck greenfield iowa on may this is the first unambiguous radar confirmation of tornado winds over mph kmh,,,5993001.869565218,9397.086956522427,2958945,843037,178826,251569,20293
2024-06-23,,,,,,hajj disaster more than people are reported to have died due to extreme heat during the annual hajj pilgrimage in mecca saudi arabia,,,,,,,,,spanish grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,6002398.956521739,9397.086956521496,3027606,837911,177202,243942,26088
